Run #, fy, E, b, cR1, cR2, a1, a3, stress_1, stress_2, stress_3, stress_4, stress_5, stress_6, stress_7, stress_8, stress_9, stress_10, stress_11, stress_12, stress_13, stress_14, stress_15, stress_16, stress_17, stress_18, stress_19, stress_20, stress_21, stress_22, stress_23, stress_24, stress_25, stress_26, stress_27, stress_28, stress_29, stress_30, stress_31, stress_32, stress_33, stress_34, stress_35, stress_36, stress_37, stress_38, stress_39, stress_40, stress_41, stress_42, stress_43, stress_44, stress_45, stress_46, stress_47, stress_48, stress_49, stress_50, stress_51, stress_52, stress_53, stress_54, stress_55, stress_56, stress_57, stress_58, stress_59, stress_60, stress_61, stress_62, stress_63, stress_64, stress_65, stress_66, stress_67, stress_68, stress_69, stress_70, stress_71, stress_72, stress_73, stress_74, stress_75, stress_76, stress_77, stress_78, stress_79, stress_80, stress_81, stress_82, stress_83, stress_84, stress_85, stress_86, stress_87, stress_88, stress_89, stress_90, stress_91, stress_92, stress_93, stress_94, stress_95, stress_96, stress_97, stress_98, stress_99, stress_100, stress_101, stress_102, stress_103, stress_104, stress_105, stress_106, stress_107, stress_108, stress_109, stress_110, stress_111, stress_112, stress_113, stress_114, stress_115, stress_116, stress_117, stress_118, stress_119, stress_120, stress_121, stress_122, stress_123, stress_124, stress_125, stress_126, stress_127, stress_128, stress_129, stress_130, stress_131, stress_132, stress_133, stress_134, stress_135, stress_136, stress_137, stress_138, stress_139, stress_140, stress_141, stress_142, stress_143, stress_144, stress_145, stress_146, stress_147, stress_148, stress_149, stress_150, stress_151, stress_152, stress_153, stress_154, stress_155, stress_156, stress_157, stress_158, stress_159, stress_160, stress_161, stress_162, stress_163, stress_164, stress_165, stress_166, stress_167, stress_168, stress_169, stress_170, stress_171, stress_172, stress_173, stress_174, stress_175, stress_176, stress_177, stress_178, stress_179, stress_180, stress_181, stress_182, stress_183, stress_184, stress_185, stress_186, stress_187, stress_188, stress_189, stress_190, stress_191, stress_192, stress_193, stress_194, stress_195, stress_196, stress_197, stress_198, stress_199, stress_200, stress_201, stress_202, stress_203, stress_204, stress_205, stress_206, stress_207, stress_208, stress_209, stress_210, stress_211, stress_212, stress_213, stress_214, stress_215, stress_216, stress_217, stress_218, stress_219, stress_220, stress_221, stress_222, stress_223, stress_224, stress_225, stress_226, stress_227, stress_228, stress_229, stress_230, stress_231, stress_232, stress_233, stress_234, stress_235, stress_236, stress_237, stress_238, stress_239, stress_240, stress_241, stress_242, stress_243, stress_244, stress_245, stress_246, stress_247, stress_248, stress_249, stress_250, stress_251, stress_252, stress_253, stress_254, stress_255, stress_256, stress_257, stress_258, stress_259, stress_260, stress_261, stress_262, stress_263, stress_264, stress_265, stress_266, stress_267, stress_268, stress_269, stress_270, stress_271, stress_272, stress_273, stress_274, stress_275, stress_276, stress_277, stress_278, stress_279, stress_280, stress_281, stress_282, stress_283, stress_284, stress_285, stress_286, stress_287, stress_288, stress_289, stress_290, stress_291, stress_292, stress_293, stress_294, stress_295, stress_296, stress_297, stress_298, stress_299, stress_300, stress_301, stress_302, stress_303, stress_304, stress_305, stress_306, stress_307, stress_308, stress_309, stress_310, stress_311, stress_312, stress_313, stress_314, stress_315, stress_316, stress_317, stress_318, stress_319, stress_320, stress_321, stress_322, stress_323, stress_324, stress_325, stress_326, stress_327, stress_328, stress_329, stress_330, stress_331, stress_332, stress_333, stress_334, stress_335, stress_336, stress_337, stress_338, stress_339, stress_340, stress_341, stress_342
1, 500, 200000, 0.5, 1, 1, 0.25, 0.25, 2.33065, 22.1421, -124.89, -211.537, -232.427, -175.294, -13.9155, 21.4562, 31.5441, 21.7818, -163.7, -402.888, -548.875, -620.137, -627.51, -619.893, -625.141, -635.787, -615.513, -403.982, -114.905, 72.6287, 207.984, 273.802, 278.717, 270.721, 274.955, 289.402, 292.501, 290.613, 247.084, 68.4155, -192.359, -413.814, -632.211, -874.335, -1096.27, -1293.34, -1462.23, -1597.99, -1695.44, -1751.58, -1782.66, -1774.87, -1696.59, -1686.33, -1716.48, -1726.58, -1714.29, -1719.09, -1801.64, -1809.63, -1793.96, -1625.46, -1347.99, -1141.95, -1048.27, -1035.59, -1050.59, -1175.49, -1483.64, -1706.37, -1775.68, -1780.68, -1714.19, -1639.06, -1639.63, -1709.69, -1849.18, -1882.8, -1888.8, -1886.31, -1868.67, -1778.61, -1576.66, -1314.82, -1041.82, -776.547, -520.898, -278.091, -43.9578, 172.357, 369.782, 542.5, 687.402, 800.64, 878.837, 922.525, 939.343, 903.659, 828.394, 834.727, 899.689, 916.241, 916.559, 914.887, 907.427, 891.149, 838.795, 694.134, 504.042, 290.99, 69.1261, -156.562, -385.773, -615.999, -848.894, -1081.54, -1314.24, -1545.29, -1772.62, -1994.98, -2211.51, -2419.26, -2615.27, -2800.24, -2969.79, -3124.1, -3261.39, -3379.26, -3477.84, -3555.14, -3610.64, -3646.15, -3665.06, -3675.98, -3685.8, -3682.14, -3559.48, -3337.79, -3107.59, -2923.63, -2813.1, -2766.9, -2776.11, -2792.96, -2794.26, -2794.34, -2788.55, -2838.22, -3055.58, -3354.29, -3570.83, -3720, -3801.93, -3833.44, -3843.25, -3838.59, -3709.6, -3505.8, -3357.24, -3307.98, -3306.82, -3339.52, -3504.4, -3674.01, -3751.22, -3774.92, -3782.21, -3743.34, -3733.56, -3749.19, -3800.91, -3845.1, -3850.42, -3856.79, -3860.75, -3865.94, -3864.6, -3831.8, -3742.51, -3597.46, -3415.38, -3205.91, -2980.71, -2745, -2500.57, -2253.18, -2001.58, -1748.43, -1494.37, -1239.38, -986.099, -735.945, -489.101, -247.61, -12.5042, 214.408, 431.573, 639.543, 834.768, 1017.09, 1185.95, 1339.26, 1476.85, 1597.35, 1700.26, 1785.47, 1851.67, 1898.95, 1928.07, 1947.49, 1939.48, 1920.44, 1903.56, 1951.35, 1961.72, 1962.13, 1963.05, 1963.65, 1964.13, 1910.33, 1781.59, 1605.99, 1400.06, 1173.38, 931.682, 681.186, 423.914, 163.719, -95.2364, -353.619, -606.101, -850.927, -1085.58, -1308.33, -1515.72, -1705.96, -1879.16, -2031.51, -2161.7, -2269.88, -2354.19, -2413.76, -2449.48, -2473.7, -2487.56, -2476.93, -2462.85, -2469.72, -2489.77, -2494.05, -2481.94, -2486.15, -2533.53, -2546.36, -2560.74, -2469.04, -2238.51, -2044.63, -1956.39, -1946.82, -1955.82, -2036.8, -2256.92, -2437.31, -2504.56, -2516.65, -2497.89, -2434.07, -2426.72, -2444.05, -2565.13, -2638.86, -2646.73, -2652.33, -2655.84, -2659.11, -2642.34, -2562.11, -2405.76, -2198.43, -1959.95, -1704.29, -1440.8, -1173.38, -903.827, -635.448, -370.342, -108.647, 145.239, 390.714, 624.781, 846.523, 1053.21, 1243.52, 1416.2, 1567.8, 1697.93, 1806.61, 1890.2, 1950.23, 1987.13, 2008.34, 2001.18, 1971.31, 1957.44, 2007.88, 2017.88, 2018.48, 2018.64, 2018.23, 2018.69, 2017.48, 1977.59, 1878.86, 1745.51, 1585.23, 1405.85, 1211.21, 1005.18, 787.523, 563.686, 332.842, 96.2441, -144.3, -387.47, -632.665, -878.467, -1124.72, -1368.62, -1610.48, -1849.01, -2083.43, -2311.94, -2535.04, -2750.71, -2958.94, -3157.77, -3345.98, -3524.23, -3690.65, -3843.13, -3983.27, -4109.89, -4221.56, -4318.04, -4398.83, -4464.84, -4513.95, -4548.76, -4568.34
2, 499.735, 199979, 0.499945, 1.00001, 0.999832, 0.24968, 0.250005, 2.3304, 22.1681, -124.643, -211.252, -232.176, -175.094, -13.7678, 21.6026, 31.7163, 21.998, -163.42, -402.539, -548.495, -619.755, -627.162, -619.528, -624.751, -635.417, -615.181, -403.72, -114.916, 72.4774, 207.791, 273.595, 278.544, 270.535, 274.754, 289.198, 292.309, 290.444, 246.947, 68.3484, -192.189, -413.443, -631.768, -873.838, -1095.73, -1292.74, -1461.6, -1597.33, -1694.76, -1750.88, -1781.96, -1774.22, -1696.01, -1685.73, -1715.85, -1725.98, -1713.68, -1718.46, -1800.99, -1808.99, -1793.37, -1624.99, -1347.69, -1141.76, -1048.12, -1035.44, -1050.4, -1175.25, -1483.29, -1705.71, -1774.94, -1779.97, -1713.55, -1638.47, -1639.01, -1709.01, -1848.36, -1881.98, -1887.99, -1885.52, -1867.92, -1777.93, -1576.1, -1314.44, -1041.62, -776.467, -520.91, -278.172, -44.0966, 172.169, 369.549, 542.229, 687.1, 800.314, 878.494, 922.173, 938.999, 903.39, 828.211, 834.514, 899.433, 915.983, 916.307, 914.646, 907.209, 890.97, 838.683, 694.122, 504.152, 291.231, 69.4873, -156.098, -385.223, -615.377, -848.207, -1080.79, -1313.44, -1544.43, -1771.72, -1994.03, -2210.52, -2418.22, -2614.18, -2799.11, -2968.63, -3122.9, -3260.17, -3378, -3476.57, -3553.85, -3609.34, -3644.84, -3663.75, -3674.68, -3684.56, -3681.03, -3558.54, -3337.01, -3106.93, -2923.06, -2812.57, -2766.38, -2775.55, -2792.39, -2793.72, -2793.8, -2787.99, -2837.63, -3054.9, -3353.23, -3569.48, -3718.57, -3800.48, -3831.99, -3841.84, -3837.3, -3708.49, -3504.84, -3356.38, -3307.14, -3305.95, -3338.61, -3503.35, -3672.65, -3749.79, -3773.52, -3780.92, -3742.15, -3732.35, -3747.92, -3799.46, -3843.64, -3848.97, -3855.35, -3859.33, -3864.56, -3863.29, -3830.58, -3741.39, -3596.45, -3414.5, -3205.14, -2980.06, -2744.46, -2500.13, -2252.84, -2001.32, -1748.25, -1494.27, -1239.35, -986.136, -736.046, -489.262, -247.829, -12.7774, 214.083, 431.199, 639.122, 834.304, 1016.59, 1185.41, 1338.69, 1476.24, 1596.72, 1699.61, 1784.8, 1850.99, 1898.26, 1927.37, 1946.79, 1938.89, 1920.02, 1903.14, 1950.88, 1961.25, 1961.66, 1962.62, 1963.27, 1963.83, 1910.13, 1781.52, 1606.04, 1400.24, 1173.68, 932.091, 681.702, 424.529, 164.427, -94.4426, -352.745, -605.153, -849.91, -1084.49, -1307.19, -1514.52, -1704.72, -1877.88, -2030.19, -2160.35, -2268.5, -2352.8, -2412.35, -2448.06, -2472.28, -2486.22, -2475.73, -2461.63, -2468.45, -2488.57, -2492.93, -2480.78, -2484.96, -2532.29, -2545.16, -2559.64, -2468.11, -2237.77, -2044.01, -1955.82, -1946.23, -1955.19, -2036.07, -2255.99, -2436.23, -2503.45, -2515.58, -2496.97, -2433.22, -2425.86, -2443.09, -2563.99, -2637.69, -2645.56, -2651.17, -2654.72, -2658.04, -2641.35, -2561.22, -2404.99, -2197.8, -1959.45, -1703.92, -1440.55, -1173.24, -903.784, -635.495, -370.471, -108.851, 144.967, 390.379, 624.388, 846.077, 1052.72, 1242.98, 1415.62, 1567.19, 1697.29, 1805.95, 1889.52, 1949.53, 1986.43, 2007.64, 2000.59, 1970.89, 1957.01, 2007.41, 2017.4, 2018.01, 2018.18, 2017.8, 2018.32, 2017.17, 1977.36, 1878.72, 1745.48, 1585.3, 1406.02, 1211.49, 1005.56, 787.999, 564.253, 333.496, 96.9801, -143.486, -386.58, -631.702, -877.435, -1123.62, -1367.46, -1609.26, -1847.73, -2082.09, -2310.54, -2533.59, -2749.21, -2957.39, -3156.17, -3344.34, -3522.55, -3688.93, -3841.38, -3981.49, -4108.08, -4219.72, -4316.18, -4396.95, -4462.95, -4512.05, -4546.85, -4566.43
3, 498.941, 199914, 0.49978, 1.00003, 0.999329, 0.248722, 0.25002, 2.32965, 22.2461, -123.902, -210.396, -231.423, -174.494, -13.3255, 22.0408, 32.232, 22.6461, -162.583, -401.493, -547.355, -618.607, -626.118, -618.431, -623.581, -634.308, -614.185, -402.935, -114.954, 72.0232, 207.213, 272.972, 278.026, 269.977, 274.151, 288.583, 291.733, 289.936, 246.537, 68.1483, -191.677, -412.333, -630.436, -872.347, -1094.09, -1290.97, -1459.71, -1595.34, -1692.7, -1748.79, -1779.88, -1772.28, -1694.29, -1683.95, -1713.95, -1724.18, -1711.85, -1716.58, -1799.03, -1807.09, -1791.62, -1623.6, -1346.79, -1141.19, -1047.67, -1034.96, -1049.83, -1174.53, -1482.23, -1703.73, -1772.72, -1777.84, -1711.64, -1636.68, -1637.14, -1706.97, -1845.91, -1879.52, -1885.57, -1883.16, -1865.65, -1775.88, -1574.44, -1313.31, -1040.99, -776.226, -520.944, -278.416, -44.5131, 171.602, 368.851, 541.418, 686.194, 799.334, 877.464, 921.118, 937.967, 902.584, 827.664, 833.877, 898.663, 915.208, 915.551, 913.927, 906.555, 890.434, 838.348, 694.085, 504.487, 291.955, 70.572, -154.705, -383.573, -613.509, -846.148, -1078.56, -1311.04, -1541.88, -1769.01, -1991.17, -2207.52, -2415.09, -2610.92, -2795.73, -2965.13, -3119.31, -3256.48, -3374.24, -3472.74, -3549.98, -3605.43, -3640.91, -3659.81, -3670.79, -3680.85, -3677.7, -3555.71, -3334.65, -3104.95, -2921.35, -2811, -2764.81, -2773.86, -2790.7, -2792.11, -2792.18, -2786.32, -2835.85, -3052.86, -3350.03, -3565.42, -3714.28, -3796.12, -3827.63, -3837.62, -3833.45, -3705.17, -3501.99, -3353.81, -3304.61, -3303.35, -3335.88, -3500.21, -3668.57, -3745.52, -3769.29, -3777.04, -3738.56, -3728.72, -3744.11, -3795.11, -3839.26, -3844.6, -3851.02, -3855.08, -3860.44, -3859.37, -3826.91, -3738.03, -3593.44, -3411.84, -3202.85, -2978.11, -2742.84, -2498.81, -2251.8, -2000.55, -1747.72, -1493.96, -1239.26, -986.244, -736.345, -489.744, -248.483, -13.5964, 213.108, 430.076, 637.861, 832.914, 1015.08, 1183.79, 1336.97, 1474.43, 1594.84, 1697.66, 1782.8, 1848.94, 1896.18, 1925.27, 1944.7, 1937.11, 1918.79, 1901.87, 1949.47, 1959.83, 1960.28, 1961.32, 1962.14, 1962.94, 1909.55, 1781.3, 1606.19, 1400.76, 1174.56, 933.318, 683.25, 426.375, 166.55, -92.0622, -350.125, -602.311, -846.861, -1081.25, -1303.77, -1510.95, -1701, -1874.03, -2026.23, -2156.29, -2264.37, -2348.61, -2408.11, -2443.8, -2468.03, -2482.22, -2472.14, -2457.97, -2464.66, -2484.99, -2489.56, -2477.29, -2481.4, -2528.59, -2541.54, -2556.34, -2465.35, -2235.55, -2042.16, -1954.1, -1944.49, -1953.33, -2033.85, -2253.18, -2433.01, -2500.13, -2512.4, -2494.2, -2430.69, -2423.26, -2440.18, -2560.59, -2634.17, -2642.05, -2647.71, -2651.34, -2654.81, -2638.36, -2558.55, -2402.7, -2195.9, -1957.95, -1702.8, -1439.8, -1172.82, -903.656, -635.636, -370.857, -109.461, 144.152, 389.374, 623.209, 844.739, 1051.24, 1241.37, 1413.89, 1565.36, 1695.37, 1803.96, 1887.48, 1947.45, 1984.32, 2005.53, 1998.81, 1969.63, 1955.72, 2005.97, 2015.96, 2016.58, 2016.81, 2016.52, 2017.18, 2016.24, 1976.68, 1878.32, 1745.38, 1585.52, 1406.56, 1212.34, 1006.69, 789.424, 565.952, 335.455, 99.1871, -141.042, -383.91, -628.816, -874.34, -1120.32, -1363.97, -1605.58, -1843.87, -2078.06, -2306.34, -2529.24, -2744.7, -2952.74, -3151.38, -3339.42, -3517.51, -3683.78, -3836.12, -3976.14, -4102.64, -4214.21, -4310.6, -4391.32, -4457.27, -4506.34, -4541.13, -4560.69
4, 495.771, 199656, 0.49912, 1.00013, 0.997345, 0.244887, 0.250078, 2.32664, 22.5584, -120.913, -206.971, -228.407, -172.092, -11.5692, 23.7799, 34.2813, 25.225, -159.241, -397.316, -542.802, -614.019, -621.945, -614.051, -618.907, -629.876, -610.207, -399.812, -115.133, 70.2037, 204.902, 270.483, 275.952, 267.745, 271.74, 286.126, 289.428, 287.903, 244.897, 67.3658, -189.59, -407.887, -625.114, -866.385, -1087.53, -1283.87, -1452.14, -1587.39, -1684.49, -1740.43, -1771.53, -1764.51, -1687.43, -1676.83, -1706.36, -1717, -1704.55, -1709.08, -1791.2, -1799.47, -1784.61, -1618.08, -1343.21, -1138.92, -1045.9, -1033.08, -1047.54, -1171.66, -1477.93, -1695.76, -1763.83, -1769.3, -1704, -1629.54, -1629.66, -1698.8, -1836.12, -1869.71, -1875.87, -1873.69, -1856.61, -1767.68, -1567.83, -1308.81, -1038.5, -775.27, -521.086, -279.393, -46.1801, 169.336, 366.057, 538.169, 682.567, 795.414, 873.344, 916.894, 933.836, 899.364, 825.492, 831.345, 895.601, 912.125, 912.543, 911.066, 903.956, 888.312, 837.038, 693.973, 505.856, 294.877, 74.9251, -149.127, -376.973, -606.04, -837.915, -1069.62, -1301.45, -1531.66, -1758.18, -1979.76, -2195.53, -2402.56, -2597.87, -2782.2, -2951.16, -3104.93, -3241.75, -3359.2, -3457.45, -3534.48, -3589.79, -3625.19, -3644.07, -3655.22, -3666.03, -3664.42, -3544.41, -3325.25, -3097.07, -2914.5, -2804.73, -2758.57, -2767.11, -2783.91, -2785.68, -2785.7, -2779.62, -2828.73, -3044.66, -3337.15, -3549.18, -3697.14, -3778.67, -3810.21, -3820.72, -3818.08, -3691.92, -3490.61, -3343.54, -3294.5, -3292.98, -3325, -3487.57, -3652.22, -3728.43, -3752.4, -3761.55, -3724.25, -3714.19, -3728.85, -3777.69, -3821.76, -3827.15, -3833.72, -3838.09, -3843.97, -3843.69, -3812.27, -3724.64, -3581.42, -3401.26, -3193.69, -2970.33, -2736.35, -2493.54, -2247.64, -1997.43, -1745.57, -1492.73, -1238.88, -986.67, -737.537, -491.664, -251.096, -16.8671, 209.213, 425.591, 632.821, 827.354, 1009.04, 1177.31, 1330.09, 1467.2, 1587.29, 1689.85, 1774.77, 1840.74, 1887.86, 1916.89, 1936.31, 1930.02, 1913.87, 1896.81, 1943.85, 1954.18, 1954.74, 1956.13, 1957.61, 1959.4, 1907.27, 1780.43, 1606.81, 1402.87, 1178.11, 938.226, 689.433, 433.746, 175.027, -82.5572, -339.664, -590.961, -834.685, -1068.32, -1290.13, -1496.67, -1686.14, -1858.66, -2010.41, -2140.1, -2247.86, -2331.86, -2391.2, -2426.8, -2451.03, -2466.22, -2457.81, -2443.35, -2449.54, -2470.71, -2476.14, -2463.41, -2467.21, -2513.82, -2527.11, -2543.2, -2454.37, -2226.72, -2034.8, -1947.3, -1937.56, -1945.9, -2025, -2241.97, -2420.13, -2486.84, -2499.67, -2483.16, -2420.61, -2412.9, -2428.58, -2546.96, -2620.1, -2628.04, -2633.85, -2637.83, -2641.93, -2626.44, -2547.89, -2393.53, -2188.33, -1951.99, -1698.37, -1436.8, -1171.12, -903.141, -636.196, -372.396, -111.895, 140.896, 385.361, 618.501, 839.392, 1045.31, 1234.91, 1406.97, 1558.03, 1687.7, 1796, 1879.3, 1939.12, 1975.9, 1997.11, 1991.7, 1964.63, 1950.55, 2000.26, 2010.22, 2010.91, 2011.33, 2011.42, 2012.67, 2012.53, 1973.96, 1876.74, 1745.01, 1586.4, 1408.7, 1215.71, 1011.26, 795.126, 572.742, 343.282, 108.002, -131.284, -373.248, -617.288, -861.979, -1107.16, -1350.03, -1590.9, -1828.47, -2061.96, -2289.58, -2511.84, -2726.69, -2934.15, -3132.23, -3319.76, -3497.36, -3663.18, -3815.1, -3954.74, -4080.91, -4192.18, -4288.31, -4368.82, -4434.6, -4483.54, -4518.24, -4537.77
5, 483.189, 198621, 0.49647, 1.00051, 0.989842, 0.229568, 0.250285, 2.31458, 23.812, -108.629, -193.275, -216.354, -162.505, -5.76335, 29.4707, 41.217, 34.287, -146.707, -380.686, -524.662, -595.742, -605.336, -596.605, -600.258, -612.2, -594.358, -387.593, -116.293, 62.8815, 195.645, 260.518, 267.659, 258.814, 262.089, 276.289, 280.204, 279.77, 238.363, 64.5464, -180.657, -390.057, -603.866, -842.583, -1061.35, -1255.51, -1421.9, -1555.65, -1651.68, -1707.04, -1738.22, -1733.53, -1660.22, -1648.6, -1676.25, -1688.53, -1675.56, -1679.29, -1760.1, -1769.24, -1756.89, -1596.39, -1329.25, -1130.1, -1039, -1025.76, -1038.61, -1160.35, -1460.04, -1663.09, -1727.91, -1734.77, -1673.24, -1600.88, -1599.64, -1665.96, -1796.96, -1830.5, -1837.14, -1835.89, -1820.54, -1735.21, -1541.84, -1291.27, -1028.83, -771.561, -521.693, -283.319, -52.8647, 160.248, 354.856, 525.141, 668.025, 779.698, 856.823, 899.958, 917.273, 886.6, 817.077, 821.483, 883.607, 900.045, 900.766, 899.885, 893.86, 880.2, 832.272, 694.055, 511.826, 306.931, 92.5545, -126.727, -350.565, -576.206, -805.047, -1033.97, -1263.17, -1490.86, -1714.94, -1934.15, -2147.65, -2352.49, -2545.75, -2728.14, -2895.32, -3047.48, -3182.86, -3299.08, -3396.31, -3472.54, -3527.29, -3562.35, -3581.14, -3592.99, -3606.91, -3611.59, -3499.48, -3287.82, -3065.6, -2887.16, -2779.63, -2733.61, -2740.08, -2756.76, -2759.95, -2759.79, -2752.85, -2800.27, -3011.16, -3284.07, -3483.99, -3628.61, -3709, -3740.65, -3753.34, -3756.93, -3639.33, -3445.45, -3302.76, -3254.37, -3251.76, -3281.72, -3436.37, -3586.61, -3660.11, -3684.91, -3699.85, -3667.33, -3656.44, -3667.99, -3708.13, -3751.86, -3757.49, -3764.68, -3770.31, -3778.39, -3781.33, -3754.13, -3671.49, -3533.75, -3359.26, -3157.31, -2939.35, -2710.47, -2472.42, -2230.96, -1984.87, -1736.87, -1487.64, -1237.21, -988.232, -742.168, -499.215, -261.428, -29.845, 193.725, 407.729, 612.726, 805.173, 984.922, 1151.42, 1302.6, 1438.27, 1557.11, 1658.61, 1742.66, 1807.96, 1854.61, 1883.37, 1902.77, 1901.83, 1894.44, 1876.84, 1921.62, 1931.83, 1932.89, 1935.72, 1939.92, 1945.7, 1898.57, 1777.34, 1609.58, 1411.48, 1192.36, 957.822, 714.044, 463.041, 208.69, -44.8211, -298.13, -545.888, -786.322, -1016.91, -1235.92, -1439.89, -1627.05, -1797.51, -1947.47, -2075.63, -2182.16, -2265.2, -2323.88, -2359.11, -2383.37, -2402.78, -2401.16, -2385.59, -2389.69, -2414.36, -2423.33, -2408.75, -2411.26, -2455.42, -2470.14, -2491.53, -2411.41, -2192.25, -2006.09, -1920.79, -1910.52, -1916.83, -1989.9, -2197.13, -2368.67, -2433.74, -2448.9, -2439.33, -2380.65, -2371.81, -2382.28, -2492.48, -2563.84, -2572.01, -2578.5, -2583.94, -2590.64, -2579.07, -2505.63, -2357.22, -2158.36, -1928.35, -1680.79, -1424.84, -1164.31, -901.016, -638.338, -378.435, -121.508, 127.992, 369.425, 599.771, 818.098, 1021.68, 1209.17, 1379.35, 1528.77, 1657.04, 1764.2, 1846.62, 1905.82, 1942.25, 1963.46, 1963.51, 1944.94, 1930.21, 1977.68, 1987.54, 1988.53, 1989.76, 1991.4, 1995.07, 1998.19, 1963.59, 1870.85, 1743.92, 1590.25, 1417.47, 1229.31, 1029.53, 817.875, 599.773, 374.401, 143.028, -92.5186, -330.897, -571.489, -812.86, -1054.84, -1294.62, -1532.5, -1767.19, -1997.91, -2222.85, -2442.54, -2654.94, -2860.07, -3055.94, -3241.38, -3417.03, -3581.03, -3731.29, -3869.41, -3994.22, -4104.29, -4199.39, -4279.04, -4344.13, -4392.55, -4426.92, -4446.3
6, 456.795, 196385, 0.49074, 1.00121, 0.976155, 0.196889, 0.250583, 2.28853, 26.5198, -81.4454, -164.237, -190.864, -142.359, 1.77836, 36.6476, 51.083, 48.7456, -122.282, -345.503, -486.244, -557.029, -570.226, -559.688, -560.594, -574.636, -560.756, -363.158, -120.779, 47.0188, 175.792, 239.16, 249.914, 239.69, 241.411, 255.208, 260.445, 262.373, 224.565, 60.4974, -158.821, -351.765, -558.643, -791.906, -1005.58, -1195.08, -1357.44, -1487.96, -1581.7, -1635.81, -1667.15, -1667.78, -1603.3, -1589.45, -1613.04, -1628.99, -1614.91, -1616.92, -1694.61, -1705.62, -1699.03, -1552.09, -1301.15, -1112.42, -1025.19, -1011.02, -1020.39, -1136.81, -1416.71, -1590.12, -1649.7, -1659.63, -1607.16, -1539.84, -1535.65, -1595.51, -1713.47, -1746.91, -1754.58, -1755.39, -1744.17, -1667.45, -1488.75, -1255.96, -1009.41, -764.141, -523.158, -291.782, -67.2335, 140.705, 330.756, 497.104, 636.724, 745.871, 821.264, 863.507, 881.635, 859.987, 800.553, 801.834, 859.323, 875.557, 876.936, 877.392, 873.902, 864.897, 824.596, 696.937, 526.993, 334.428, 131.215, -78.4758, -294.145, -512.681, -735.135, -958.134, -1181.7, -1403.97, -1622.8, -1836.93, -2045.53, -2245.7, -2434.51, -2612.75, -2776.11, -2924.8, -3057.11, -3170.69, -3265.73, -3340.25, -3393.77, -3428.12, -3446.72, -3460.21, -3481.34, -3499.88, -3404.53, -3208.41, -2998.52, -2828.58, -2725.7, -2679.95, -2681.96, -2698.37, -2704.76, -2704.22, -2695.41, -2738.95, -2934.1, -3163.81, -3343.85, -3482.4, -3560.49, -3592.37, -3610.24, -3627.97, -3528.79, -3350.43, -3216.78, -3169.73, -3164.79, -3190.13, -3322.36, -3445.43, -3514.22, -3540.93, -3569.29, -3547.34, -3534.65, -3538.11, -3559.9, -3602.91, -3609.07, -3617.73, -3626.39, -3639.54, -3649.76, -3631.8, -3559.82, -3433.57, -3270.8, -3080.39, -2873.51, -2655.11, -2426.9, -2194.66, -1957.22, -1717.34, -1475.79, -1232.64, -990.582, -751.119, -514.465, -282.688, -56.8307, 161.3, 370.158, 570.313, 758.235, 933.79, 1096.44, 1244.13, 1376.71, 1492.84, 1592.03, 1674.19, 1738.03, 1783.65, 1811.83, 1831.2, 1842.69, 1854.25, 1835.48, 1875.37, 1885.32, 1887.55, 1893.77, 1904.11, 1918.58, 1882.01, 1772.43, 1616.68, 1430.47, 1222.83, 999.197, 765.708, 524.377, 279.104, 34.1124, -211.207, -451.484, -684.933, -909.025, -1122.04, -1320.53, -1502.73, -1668.77, -1814.88, -1939.76, -2043.62, -2124.6, -2181.84, -2216.28, -2240.62, -2270.1, -2283.82, -2265.8, -2265.16, -2298.1, -2315.09, -2296.4, -2295.84, -2334.06, -2352.12, -2385.64, -2324.23, -2122.62, -1948.15, -1867.3, -1855.88, -1857.39, -1915.56, -2100.97, -2258.63, -2320.37, -2341, -2347.18, -2296.92, -2285.59, -2283.46, -2375.88, -2443.61, -2452.29, -2460.36, -2469.26, -2482.02, -2479.26, -2416.98, -2281.22, -2095.6, -1878.67, -1643.57, -1399.21, -1149.35, -895.839, -642.134, -390.488, -141.184, 101.263, 336.168, 560.482, 773.26, 971.77, 1154.68, 1320.79, 1466.64, 1591.88, 1696.56, 1777.06, 1834.92, 1870.6, 1891.79, 1904.52, 1904.33, 1888.2, 1930.86, 1940.5, 1942.19, 1945.33, 1950.57, 1959.65, 1969.88, 1943.72, 1860.34, 1743.31, 1599.71, 1436.97, 1258.63, 1068.37, 865.884, 656.588, 439.672, 216.424, -11.3013, -242.139, -475.447, -709.772, -944.928, -1178.11, -1409.6, -1638.1, -1862.85, -2082.04, -2296.21, -2503.32, -2703.41, -2894.5, -3075.44, -3246.87, -3406.95, -3553.61, -3688.46, -3810.32, -3917.81, -4010.68, -4088.46, -4152.06, -4199.38, -4233.02, -4252.06
