eval_id	interface	fy	E	b	cR1	cR2	a1	a3	stress.CovMultiplier	stress_1	stress_2	stress_3	stress_4	stress_5	stress_6	stress_7	stress_8	stress_9	stress_10	stress_11	stress_12	stress_13	stress_14	stress_15	stress_16	stress_17	stress_18	stress_19	stress_20	stress_21	stress_22	stress_23	stress_24	stress_25	stress_26	stress_27	stress_28	stress_29	stress_30	stress_31	stress_32	stress_33	stress_34	stress_35	stress_36	stress_37	stress_38	stress_39	stress_40	stress_41	stress_42	stress_43	stress_44	stress_45	stress_46	stress_47	stress_48	stress_49	stress_50	stress_51	stress_52	stress_53	stress_54	stress_55	stress_56	stress_57	stress_58	stress_59	stress_60	stress_61	stress_62	stress_63	stress_64	stress_65	stress_66	stress_67	stress_68	stress_69	stress_70	stress_71	stress_72	stress_73	stress_74	stress_75	stress_76	stress_77	stress_78	stress_79	stress_80	stress_81	stress_82	stress_83	stress_84	stress_85	stress_86	stress_87	stress_88	stress_89	stress_90	stress_91	stress_92	stress_93	stress_94	stress_95	stress_96	stress_97	stress_98	stress_99	stress_100	stress_101	stress_102	stress_103	stress_104	stress_105	stress_106	stress_107	stress_108	stress_109	stress_110	stress_111	stress_112	stress_113	stress_114	stress_115	stress_116	stress_117	stress_118	stress_119	stress_120	stress_121	stress_122	stress_123	stress_124	stress_125	stress_126	stress_127	stress_128	stress_129	stress_130	stress_131	stress_132	stress_133	stress_134	stress_135	stress_136	stress_137	stress_138	stress_139	stress_140	stress_141	stress_142	stress_143	stress_144	stress_145	stress_146	stress_147	stress_148	stress_149	stress_150	stress_151	stress_152	stress_153	stress_154	stress_155	stress_156	stress_157	stress_158	stress_159	stress_160	stress_161	stress_162	stress_163	stress_164	stress_165	stress_166	stress_167	stress_168	stress_169	stress_170	stress_171	stress_172	stress_173	stress_174	stress_175	stress_176	stress_177	stress_178	stress_179	stress_180	stress_181	stress_182	stress_183	stress_184	stress_185	stress_186	stress_187	stress_188	stress_189	stress_190	stress_191	stress_192	stress_193	stress_194	stress_195	stress_196	stress_197	stress_198	stress_199	stress_200	stress_201	stress_202	stress_203	stress_204	stress_205	stress_206	stress_207	stress_208	stress_209	stress_210	stress_211	stress_212	stress_213	stress_214	stress_215	stress_216	stress_217	stress_218	stress_219	stress_220	stress_221	stress_222	stress_223	stress_224	stress_225	stress_226	stress_227	stress_228	stress_229	stress_230	stress_231	stress_232	stress_233	stress_234	stress_235	stress_236	stress_237	stress_238	stress_239	stress_240	stress_241	stress_242	stress_243	stress_244	stress_245	stress_246	stress_247	stress_248	stress_249	stress_250	stress_251	stress_252	stress_253	stress_254	stress_255	stress_256	stress_257	stress_258	stress_259	stress_260	stress_261	stress_262	stress_263	stress_264	stress_265	stress_266	stress_267	stress_268	stress_269	stress_270	stress_271	stress_272	stress_273	stress_274	stress_275	stress_276	stress_277	stress_278	stress_279	stress_280	stress_281	stress_282	stress_283	stress_284	stress_285	stress_286	stress_287	stress_288	stress_289	stress_290	stress_291	stress_292	stress_293	stress_294	stress_295	stress_296	stress_297	stress_298	stress_299	stress_300	stress_301	stress_302	stress_303	stress_304	stress_305	stress_306	stress_307	stress_308	stress_309	stress_310	stress_311	stress_312	stress_313	stress_314	stress_315	stress_316	stress_317	stress_318	stress_319	stress_320	stress_321	stress_322	stress_323	stress_324	stress_325	stress_326	stress_327	stress_328	stress_329	stress_330	stress_331	stress_332	stress_333	stress_334	stress_335	stress_336	stress_337	stress_338	stress_339	stress_340	stress_341	stress_342	
1	1	519.52540157093	229172.50380826645	0.1957236684465528	0.26455561210462697	0.07190158011475721	0.05701967704178797	0.01589695836455197	3.3097057601206035	2.6706015008	-277.55135708	-596.51009934	-613.50835961	-249.75258533	292.38754537	503.67660986	504.52455647	228.88535206	-241.75745986	-617.36352901	-718.6824346	-783.10703735	-789.01318392	-419.79847556	-605.00167933	-801.24710555	-585.92672748	-182.97110613	280.15064014	415.55377926	512.38654326	581.00545027	609.93402005	239.95213335	381.21362924	540.49238979	581.36793475	445.76965808	204.17502216	-133.23592773	-490.92008162	-610.78496209	-714.28867622	-821.97905084	-929.52589057	-1032.4424886	-1126.4420109	-1207.6188024	-1272.5568804	-1318.5797331	-1343.7593355	-1326.7050053	-886.4522883	-498.20122658	-725.57976803	-1140.7421916	-808.18997593	-921.6913252	-1098.8484496	-1352.3427736	-1164.4107785	-759.63440603	-267.47929116	-114.58291469	-36.755372141	-2.2558092221	-97.508587443	-454.40785025	-967.06275075	-1241.9207688	-1318.3646759	-1343.2319418	-1044.1187399	-530.92526958	-357.37303843	-658.87536351	-1180.9418267	-1378.2890676	-1379.9837567	-1274.7287216	-1081.7897657	-806.47300035	-457.43654889	-179.52092455	-78.670922235	21.803846118	127.71562729	236.34057513	344.77981315	450.13793402	549.60032974	640.50523769	720.4346573	787.24106804	839.14675668	874.77337187	893.14469166	811.82546417	301.31539694	-23.428619963	296.83917491	759.52980011	774.15636372	707.75890171	587.89207989	415.81941954	193.20837168	-76.453472898	-309.46851184	-396.04501467	-474.34053444	-559.14862227	-649.97998261	-745.93956387	-846.08517177	-949.42939452	-1054.9512617	-1161.6082253	-1268.3513544	-1374.1294393	-1477.8911358	-1578.6166771	-1675.3155867	-1767.0315668	-1852.8608446	-1931.9485384	-2003.5244071	-2066.883697	-2121.3882185	-2166.5140264	-2201.8108715	-2226.9260628	-2241.621468	-2245.5696045	-2132.3833674	-1848.0710438	-1428.1109366	-1019.6506933	-898.09960699	-804.45755458	-731.56091235	-688.40176902	-685.76332573	-1141.9591486	-1168.3815853	-957.24134999	-997.09238585	-1188.6485149	-1554.0983423	-1968.7426647	-2090.5935018	-2184.9049467	-2256.2199413	-2293.4296009	-2270.9347154	-2006.0892197	-1559.2060413	-1073.5609032	-920.06009455	-861.4068168	-852.46362856	-1091.7440148	-1538.3964923	-2037.4678141	-2209.2682465	-2253.3026435	-2117.8057757	-1631.3819043	-1328.9515277	-1512.968798	-1996.9103273	-2279.4967055	-2294.2744618	-2248.2215596	-2157.3143275	-2022.1937609	-1843.681448	-1623.0558713	-1362.1943137	-1089.3585111	-954.32071472	-877.99291657	-798.79566863	-713.98684325	-623.99587286	-529.42231481	-430.8951716	-329.07988912	-224.66071539	-118.33374614	-10.816697775	97.171771198	204.90393268	311.65901999	416.71942418	519.37923437	618.95201999	714.76616588	806.18040544	892.58360082	973.38660633	1048.0588697	1116.0967064	1177.0343925	1230.4746517	1276.0475242	1313.4560286	1342.4496974	1362.8248912	1374.4522498	1375.021812	967.92963129	486.68264732	606.78989401	1107.4636509	1134.1510087	1062.6491875	932.64466792	745.57436739	503.56643007	214.08321759	20.528520295	-60.814412656	-144.78339646	-235.62512506	-332.40309593	-434.02195891	-539.32798751	-647.11984463	-756.17344746	-865.24711683	-973.10130045	-1078.5061108	-1180.2651892	-1277.2200832	-1368.2648609	-1452.3738796	-1528.5750528	-1596.0123329	-1653.920278	-1701.6242319	-1738.5992177	-1764.4210915	-1778.7850669	-1771.625947	-1361.2799753	-962.71557896	-1209.5091563	-1575.145606	-1201.0535795	-967.09340355	-1351.3294221	-1537.061673	-1750.9070257	-1545.9915148	-1133.3732102	-618.95417654	-386.42445366	-310.85835579	-280.69398282	-397.01117465	-765.93168747	-1279.6412303	-1637.8230019	-1718.141934	-1738.0287452	-1428.8310365	-915.82319085	-675.237635	-913.80048215	-1416.5577474	-1749.8906557	-1778.0877147	-1731.7231379	-1627.5711101	-1466.7735978	-1251.1060354	-982.88602961	-669.30163012	-434.02188941	-341.16397553	-253.86385528	-160.51012179	-61.741911361	41.373467528	147.71675613	256.12783199	365.42491728	474.41732517	581.91734991	686.75411414	787.78255333	883.9061189	974.07129118	1057.300534	1132.6882712	1199.4037978	1256.728231	1304.0361198	1340.8057169	1366.6451287	1381.2662549	1381.4821844	960.55485994	490.01526126	634.04697149	1127.0626202	1149.4642501	1101.4730069	1014.8829264	890.11316512	727.86684101	528.88066843	295.33855317	76.367464609	-13.973033313	-80.570666893	-151.83168876	-228.53049158	-310.32692159	-396.81526114	-487.55009782	-582.07340082	-679.90684495	-780.55174692	-883.49949151	-988.22674351	-1094.2012776	-1200.8880246	-1307.7432002	-1414.2273395	-1519.7968511	-1623.9164863	-1726.0627934	-1825.7108852	-1922.362877	-2015.516847	-2104.7094933	-2189.4885034	-2269.4176673	-2344.0980493	-2413.1446186	-2476.2106498	-2532.9826552	-2583.1555793	-2626.4905719	-2662.7607592	-2691.7804885	-2713.4083783	-2727.531844	-2734.0766513	
2	1	586.0757465489678	202889.49197529044	0.15983171284334474	0.7742336894342167	0.0874063907598683	0.043860151346232036	0.011037514116430515	0.7134275416162383	2.3643193348	-245.71999105	-621.58499636	-637.24268193	-315.2054051	164.89297044	449.69924618	451.72764549	207.70056088	-208.89662006	-609.60043678	-711.48301273	-758.87110788	-763.16214379	-436.33887471	-600.30173002	-770.93450493	-580.31007218	-224.79257501	190.16156797	437.91273133	545.26136456	603.03880037	625.773838	298.28276215	423.3434594	564.32236945	600.58516962	480.53833089	266.72534928	-28.387571512	-349.78298915	-570.71017476	-691.0669402	-780.41607728	-861.4611091	-936.9861431	-1005.3874624	-1064.2729182	-1111.3164431	-1144.6367823	-1162.861611	-1147.7631837	-758.36212224	-425.42775181	-626.72902484	-994.10516383	-699.80732178	-800.29158891	-957.13074725	-1173.5498175	-1007.1732228	-650.34254085	-232.55753108	22.613430376	127.64611947	163.18963308	78.861074928	-236.99346382	-677.93441942	-995.1932288	-1111.5905856	-1139.1470489	-874.36853949	-428.94244391	-289.51127602	-556.43245796	-1003.5529171	-1170.6786785	-1172.5667109	-1079.3830922	-908.60137659	-666.08928503	-372.73510788	-101.0740838	74.919819177	185.2124233	273.89369448	356.66921824	436.73797535	513.64185036	585.90339231	651.80877181	709.69707359	758.05477835	795.61534093	821.3915655	834.68227319	762.68928793	312.1147929	38.226141957	321.76351664	729.22812367	741.47018025	682.6876243	576.57068125	424.34359482	228.90192854	1.8734624397	-220.12795765	-388.16753866	-499.15148135	-581.99969926	-656.09468618	-728.95933506	-802.91298927	-878.36706911	-955.03129544	-1032.3422393	-1109.6276135	-1186.1686055	-1261.2258609	-1334.0730565	-1404.0001154	-1470.3190879	-1532.3785936	-1589.5618061	-1641.3126322	-1687.1220468	-1726.5289776	-1759.1548401	-1784.6742579	-1802.8323382	-1813.456976	-1816.3114384	-1716.1062789	-1464.5546621	-1100.96593	-743.35522778	-530.63206823	-420.50913233	-354.85051346	-319.46380026	-317.3525248	-721.085002	-744.41804232	-558.1428208	-593.42347731	-763.00444025	-1084.5215231	-1452.7912395	-1663.9654745	-1761.6887656	-1819.871058	-1848.462038	-1828.5470142	-1594.0973551	-1202.5163413	-806.19583938	-581.00968801	-492.12304024	-480.73030573	-692.5676106	-1086.902021	-1503.6554153	-1720.5778315	-1784.1519784	-1664.1951518	-1235.435223	-981.91252036	-1144.8254518	-1570.1963953	-1817.8599142	-1835.7700043	-1794.9987531	-1714.5177202	-1594.9102187	-1437.1396248	-1244.1659866	-1026.0536461	-809.89247887	-633.39411807	-508.71074666	-417.85947651	-341.60624835	-269.79113646	-198.22004323	-125.39310116	-50.946928467	25.005032242	102.14005442	180.02877334	258.19799939	336.14659314	413.36742453	489.34974451	563.58799779	635.58885074	704.86858688	770.96477288	833.436351	891.85790606	945.8462197	995.03738864	1039.0948808	1077.7316003	1110.6801651	1137.7259295	1158.6878578	1173.4187554	1181.8251189	1182.2369016	821.97529752	406.35998738	512.69254412	955.92327968	979.52370752	916.22220369	801.13322828	635.73850718	424.58722779	186.79654224	-27.280949815	-175.45213883	-274.62097108	-354.79042243	-430.40049949	-506.23196123	-583.43515693	-661.88550531	-740.9972041	-820.00148004	-898.06139092	-974.31655842	-1047.9167878	-1118.032444	-1183.8683739	-1244.6856178	-1299.7829081	-1348.5422864	-1390.4109516	-1424.9015256	-1451.6347109	-1470.3040203	-1480.6891962	-1474.3511314	-1111.221777	-764.68234895	-983.04815745	-1285.6990822	-954.68198299	-749.96342586	-1088.7075804	-1241.5435787	-1394.6938148	-1213.2834766	-849.96550609	-437.24338576	-184.87031674	-79.627738403	-46.595495639	-149.57257861	-475.85184364	-911.77598875	-1233.069753	-1366.0058263	-1393.7432575	-1120.0427826	-674.29339487	-484.36567516	-695.54475405	-1124.9072921	-1382.1843889	-1420.123383	-1379.0762021	-1286.8696706	-1144.5515888	-954.31946031	-723.33410423	-477.21843782	-267.30949606	-122.73396967	-22.519260644	59.953569413	137.56753032	214.85796509	293.03714152	372.0684785	451.43582507	530.43003538	608.26448288	684.12871642	757.21380162	826.73731869	891.94348602	952.1290361	1006.641363	1054.881198	1096.3296435	1130.5350556	1157.1205769	1175.8031057	1186.3744914	1186.5306127	814.04645318	407.89025942	535.40346467	971.74548786	991.47938461	948.99209501	872.3333082	761.89488785	618.5728353	444.96529073	250.80582304	61.039937045	-92.039637412	-200.27020926	-280.23615073	-348.36546039	-413.25779119	-478.51845713	-545.48045714	-614.53220308	-685.65407652	-758.64042687	-833.20047045	-908.99568119	-985.66270606	-1062.8266469	-1140.1012307	-1217.1005087	-1293.4339546	-1368.7161431	-1442.5696192	-1514.6155467	-1584.4943969	-1651.8435845	-1716.3283557	-1777.6218418	-1835.4087757	-1889.4008109	-1939.3196342	-1984.9146128	-2025.9591335	-2062.2326725	-2093.562565	-2119.7848005	-2140.7651672	-2156.4014574	-2166.6122806	-2171.3439707	
3	1	541.1053504286575	206804.4561093932	0.09229587245058637	0.45615033221654855	0.13952623918545298	0.09883738380592262	0.06563295894652735	3.32640548392289	2.4099413397	-250.46142256	-603.93076895	-612.51502236	-284.26309881	207.64928636	506.28118363	508.07512836	259.33928612	-165.46931248	-597.04201135	-663.57315837	-691.10620232	-693.62106126	-360.44302264	-527.56973657	-708.12983646	-513.82548959	-150.19917195	311.06644286	533.85029705	581.32874744	610.82221775	623.16329521	289.2929569	416.76683068	560.50332117	597.5390512	475.17564638	257.16151208	-47.349490541	-415.64755876	-632.64123955	-687.74394318	-734.02414099	-779.82111307	-823.61940832	-863.62017511	-898.16395356	-925.79748151	-945.38187539	-956.09670737	-940.70694016	-543.4245139	-192.68286151	-397.86845233	-772.49628943	-472.40235484	-574.8255706	-734.69149013	-966.85468808	-797.26552107	-431.99699472	38.172991057	336.7483725	392.09934751	408.30457786	322.34880801	0.28417981188	-464.39760057	-881.04366185	-989.44909492	-1004.7346692	-734.81597502	-271.60848763	-112.24864281	-384.32327182	-853.91923872	-1019.591022	-1020.6222293	-925.64045828	-751.53302783	-503.08832212	-187.13973786	167.19783404	361.60092136	418.53597442	464.53738276	510.84922318	557.00572016	601.84146224	644.16675833	682.8501986	716.86308716	745.29163669	767.37938315	782.53979387	790.3574532	716.9752702	256.29291258	-37.393732271	251.61479194	669.07566747	682.29428725	622.37745259	514.21005694	358.93230151	158.04780313	-86.299499587	-364.40752123	-584.40022015	-659.463177	-699.58076409	-738.65803513	-779.54896159	-822.17383134	-866.15234745	-911.05612061	-956.44260911	-1001.8656867	-1046.8780813	-1091.0324233	-1133.8947696	-1175.0436382	-1214.0720906	-1250.595539	-1284.2502006	-1314.70831	-1341.6699694	-1364.8636059	-1384.0662621	-1399.0863406	-1409.7737589	-1416.0271829	-1417.7072571	-1315.5683975	-1059.0059664	-679.95802928	-233.27968545	67.718466802	140.01441522	173.70181156	192.44804879	193.58453822	-218.08495676	-241.92847137	-51.398020463	-87.359454141	-260.21902682	-590.00912355	-1023.4702174	-1379.3985358	-1460.8213651	-1493.4127587	-1509.4904825	-1489.1911775	-1250.1955398	-846.92412729	-380.27141318	-23.260849356	87.975017858	97.896684963	-118.02908849	-521.08903992	-988.40688845	-1343.7602694	-1448.5838818	-1326.311988	-887.36478058	-614.19005658	-780.24658988	-1216.9641337	-1492.4190707	-1504.4441061	-1462.8861302	-1380.8517658	-1258.9194449	-1097.8305714	-898.73777581	-663.0080896	-393.72792117	-114.5704071	70.258300636	139.60140884	180.85898998	219.95024089	260.33839695	302.29532374	345.62857388	390.06461768	435.31114408	481.06370624	527.01675437	572.86069359	618.28883764	662.99582717	706.68127508	749.0530818	789.82545149	828.72550235	865.49317336	899.87776185	931.65349877	960.60604825	986.53722794	1009.2779825	1028.6708808	1044.5895464	1056.9273965	1065.5977751	1070.5456349	1070.7880041	703.42946291	269.0534248	377.437779	829.23478228	853.31064965	788.78765935	671.47204109	502.66046424	284.26430089	18.977840441	-283.67995095	-534.7107653	-625.6452942	-670.07781118	-711.8952202	-755.22549361	-800.05197778	-845.92435531	-892.33132161	-938.74629592	-984.64219669	-1029.4957603	-1072.7979204	-1114.0557224	-1152.7985552	-1188.5899719	-1221.0163154	-1249.7133066	-1274.3552225	-1294.6549727	-1310.3891606	-1321.3772976	-1327.4896864	-1321.029322	-950.73457121	-591.04869355	-813.75431472	-1142.3239548	-804.74463481	-593.61719119	-940.34408917	-1107.3148136	-1288.2880967	-1103.3730651	-731.02752995	-259.46656843	167.65101456	343.35853651	376.0776932	271.11347109	-61.799089778	-525.9918813	-976.48531487	-1213.9815245	-1253.5961178	-974.57720019	-511.61837128	-292.88134953	-508.15961771	-961.54349511	-1279.6296751	-1310.3928128	-1268.5535829	-1174.5671617	-1029.464056	-834.8464187	-592.7906513	-306.24343898	14.029228244	285.00642987	395.09803276	444.62604957	487.93226395	532.01217591	577.30303604	623.44430992	669.95632884	716.33715671	762.08249485	806.69438762	849.68565584	890.58970689	928.95824024	964.37528289	996.45548117	1024.8453409	1049.2389518	1069.3701623	1085.01695	1096.0125503	1102.234366	1102.3262518	722.48292594	297.77090699	427.7446124	872.63759727	892.84976865	849.54264069	771.4040586	658.81226777	512.40175455	332.8317974	121.12895734	-120.53961332	-374.9068989	-556.52027052	-627.67300787	-666.59222705	-702.38198447	-739.36306782	-778.01079542	-818.24252181	-859.87645033	-902.70513967	-946.51332064	-991.07860886	-1036.1746153	-1081.5736781	-1127.0444073	-1172.3572447	-1217.2808741	-1261.5875285	-1305.0544605	-1347.4583118	-1388.5872146	-1428.2275832	-1466.1822659	-1502.2587874	-1536.2715247	-1568.0507164	-1597.4325178	-1624.269385	-1648.4279176	-1669.7783034	-1688.2189032	-1703.6531739	-1716.0021136	-1725.2055595	-1731.2156027	-1734.0006539	
4	1	517.9532731987588	242559.6638292661	0.1561058352572911	0.5684339488686485	0.012045094325853968	0.010204481074802808	0.01381829513486138	0.8822777873589156	2.8266052492	-293.76112693	-572.27727925	-586.62104578	-201.62173791	341.47974796	503.93895774	504.75064326	213.01027858	-278.99542484	-580.46854379	-670.93670793	-725.67224521	-730.67039378	-339.89465402	-535.91640681	-732.37341877	-504.47509295	-78.987135407	318.03339227	435.5032324	518.0494011	576.05221492	600.48437422	208.89659892	358.40991438	526.78233768	568.95832851	425.43905051	169.74213814	-182.56781448	-464.00370038	-565.88430621	-654.22358658	-745.22131866	-836.0210732	-922.90267745	-1002.2551203	-1070.7825945	-1125.6016737	-1164.4529821	-1185.7089512	-1167.6583887	-701.73547932	-306.22840774	-546.88931376	-984.97426581	-633.00865308	-753.14020754	-940.63966773	-1181.1012905	-982.19121799	-554.38383852	-130.66737355	-10.92160594	55.836735841	85.074558975	-15.742430314	-393.45201017	-892.96773337	-1072.7118451	-1139.0657747	-1160.2649874	-843.67975989	-310.84359521	-167.6897012	-486.80293732	-1017.3916311	-1182.3737567	-1184.1025895	-1072.6990595	-868.49031474	-577.51675893	-240.7473858	-65.9562887	20.080808374	105.41973746	194.89277409	286.60133996	378.14496835	467.08605049	551.04975407	627.78934964	695.2636927	751.65992341	795.47734997	825.55240699	841.06099459	754.99148732	215.17063724	-100.59242737	238.38336236	714.41692999	727.26042224	656.98433852	530.11548997	348.00153077	113.4580727	-139.58980309	-278.77566551	-348.51615987	-415.35974827	-487.07954125	-563.77912181	-644.7902058	-729.33158251	-816.5723623	-905.65124801	-995.68829237	-1085.7980558	-1175.0931472	-1262.6860536	-1347.7159163	-1429.3466015	-1506.7708281	-1579.2256548	-1645.9894129	-1706.4118851	-1759.8981368	-1805.9094252	-1844.0034494	-1873.8001208	-1895.0017069	-1907.4071828	-1910.7400961	-1790.9420612	-1490.0309465	-1054.609752	-769.08593302	-669.63224989	-590.00060842	-528.38488334	-491.93586774	-489.70794906	-972.52121629	-1000.4644772	-777.00764823	-819.18659074	-1021.931937	-1403.5366735	-1655.0255998	-1746.4568497	-1826.1738412	-1886.3886266	-1917.8021062	-1893.9931773	-1613.6770506	-1143.7711629	-786.24895512	-688.29173993	-638.31381043	-630.71228421	-883.970226	-1355.1418384	-1746.2528693	-1845.9504006	-1883.3512663	-1739.9393207	-1225.7402419	-929.88981901	-1124.6564829	-1632.4235058	-1893.7405228	-1910.0963465	-1861.3532544	-1765.1356575	-1622.1222367	-1433.2131725	-1201.1086618	-952.23828083	-792.78754959	-716.54191502	-652.35949747	-585.20739214	-513.54174114	-437.55663775	-357.71568191	-274.54036878	-188.59016736	-100.44209533	-10.683601018	80.079494858	171.24053924	262.18521041	352.30505892	440.99429932	527.65702068	611.71375656	692.59754717	769.76705211	842.70636487	910.9181441	973.9545115	1031.3902698	1082.8322671	1127.9451331	1166.4165575	1197.9958364	1222.4715315	1239.6717361	1249.4872474	1249.9680569	819.10577081	326.65082513	453.77416191	983.14753773	1010.9914331	935.312818	797.7141458	599.76569168	348.61632161	136.58627529	50.601794426	-15.783304407	-86.796836565	-163.50905308	-245.21119994	-330.99616929	-419.89299985	-510.88812789	-602.9483423	-695.02548245	-786.07316005	-875.05313927	-960.9554864	-1042.8022668	-1119.6598817	-1190.6625106	-1254.9895437	-1311.9183279	-1360.8026972	-1401.0731247	-1432.2864385	-1454.0845874	-1466.210279	-1458.6329576	-1024.328812	-609.89828962	-871.10747675	-1253.0909858	-857.17178337	-612.20364423	-1018.8202521	-1212.78502	-1415.0984433	-1198.2127705	-762.34626903	-351.19411224	-236.07331175	-172.58515641	-147.04980996	-270.16169496	-660.58095407	-1161.8822011	-1350.4963202	-1414.5143612	-1431.4122166	-1104.1533412	-569.17432353	-374.07080966	-626.5692427	-1152.7689922	-1431.6287855	-1458.6146861	-1409.5417129	-1299.3056232	-1129.1158825	-900.9756714	-623.33080146	-379.87809753	-270.97407987	-198.40857685	-124.39590858	-45.502699241	37.893163344	124.94475635	214.7181179	306.23625152	398.5021021	490.51067897	581.25939947	669.75985545	755.04541919	836.1904154	912.30549134	982.565437	1046.205789	1102.5252879	1150.9170719	1190.8531516	1221.8930817	1243.7060359	1256.0488074	1256.2310894	810.72850541	329.16282403	481.60817687	1001.8276483	1024.7624665	973.96780471	882.31954802	750.26220414	578.63128061	371.69618002	177.25962896	80.613783038	23.586367534	-32.493857697	-92.746720428	-157.51807333	-226.57425917	-299.58695059	-376.18335241	-455.97758307	-538.56605884	-623.52786425	-710.43365859	-798.84166247	-888.30258756	-978.36474346	-1068.569082	-1158.4602014	-1247.5792159	-1335.4742827	-1421.7035177	-1505.8238248	-1587.4149027	-1666.0530424	-1741.3471365	-1812.9153545	-1880.3894595	-1943.4326804	-2001.7199843	-2054.9586747	-2102.8841135	-2145.2387809	-2181.8210457	-2212.4393871	-2236.9370819	-2255.1947795	-2267.1174391	-2272.6423939	
5	1	469.4619197355619	157103.6058197887	0.023654885173786645	0.018789800436355142	0.13335334308913355	0.020887675609483472	0.019658236168005352	1.1314364985147933	1.8307655522	-190.26860108	-478.84196691	-481.91619816	-232.55232154	141.40769847	395.30152931	397.32780978	208.37009365	-114.34998589	-458.4126441	-491.37055895	-496.75574357	-497.24548922	-244.13937329	-371.100904	-498.81675758	-351.20913782	-74.968418183	282.86090494	470.28918473	479.52340994	485.21616898	487.61323379	233.98119783	330.81956194	439.98919562	467.65254721	374.69646455	209.07716775	-22.278173439	-309.06990957	-484.33734068	-495.10949333	-504.04036339	-512.95088663	-521.47769824	-529.26571346	-535.99134425	-541.3715709	-545.18464	-547.2708115	-535.57963246	-233.77512209	32.801606508	-123.07219229	-407.69432672	-179.72128432	-257.52935876	-378.97513416	-546.63475361	-417.80257007	-140.31659875	219.89365782	435.94483236	445.6065723	448.50341699	383.20520418	138.5416318	-214.67809645	-525.28101006	-553.96388968	-556.26309181	-351.21335073	0.71538630244	122.18198338	-84.505562782	-443.48894129	-558.52606352	-558.75537513	-486.60035974	-354.33577662	-165.59857448	74.620195082	351.31018088	441.55050445	450.50149592	459.28098187	468.28080438	477.26517536	485.99426913	494.23489232	501.76651356	508.38879753	513.92381862	518.22429036	521.17601406	522.69810815	466.95170031	116.98337233	-106.2592379	113.29251707	430.47488898	440.48228508	394.96512868	312.79336019	194.83315465	42.225384169	-143.53230503	-358.02597415	-478.74928525	-488.59457708	-495.6571679	-503.1833313	-511.13375711	-519.43098609	-527.99322506	-536.73588543	-545.57259042	-554.41643436	-563.18032279	-571.77715013	-580.12242701	-588.13409083	-595.73291074	-602.84400767	-609.39655328	-615.32673181	-620.57615326	-625.09194257	-628.83069003	-631.75509174	-633.83592668	-635.05346519	-635.38057479	-557.78851781	-362.88515602	-74.914609074	266.02913975	392.91167356	401.4501554	407.49766942	411.07381278	411.29241984	98.55852582	80.445265589	225.18733064	197.86842752	66.551807562	-183.981302	-512.35767308	-634.55739516	-642.66893142	-648.57906886	-651.66200018	-636.24118154	-454.68282844	-148.32625727	206.65909457	387.601947	396.54537799	397.35611228	233.32329482	-72.870372269	-427.93280765	-634.53009182	-647.37558969	-554.48902537	-221.03253786	-13.456921903	-139.60546165	-471.47956057	-649.34309967	-651.37965079	-619.80920989	-557.48997995	-464.86137975	-342.48662572	-191.24047331	-12.120902101	192.95692839	368.24155781	394.97415662	401.91846183	408.95384486	416.41002191	424.24560695	432.40874319	440.84430689	449.49560728	458.30497169	467.21293611	476.1599585	485.0857454	493.93058009	502.6350075	511.14054175	519.39031092	527.32867061	534.90249082	542.06113777	548.75579977	554.9425197	560.57956646	565.62835404	570.05596748	573.83175498	576.93111114	579.33328432	581.02140266	581.98474845	582.03193762	302.9598477	-27.040130307	55.296455571	398.52521997	416.82428279	367.80795777	278.68653847	150.44506449	-15.465752265	-217.07785668	-429.2084059	-472.70596333	-479.97376102	-487.50332393	-495.52158927	-503.94088025	-512.66565803	-521.5963908	-530.63166129	-539.66859432	-548.60449095	-557.33745298	-565.76836011	-573.80123266	-581.34444234	-588.31301297	-594.6264056	-600.21369525	-605.01146382	-608.96381492	-612.02725335	-614.16663809	-615.35671709	-610.44895755	-329.14631063	-55.898155705	-225.08145778	-475.98910801	-219.53946602	-59.151298975	-322.55512655	-449.97446515	-597.7850969	-457.31027935	-174.44947933	183.99153749	434.77804008	449.60280366	452.22819436	372.48978792	119.58534589	-233.09896151	-557.38845806	-609.1818902	-611.56853183	-399.60560369	-47.900711975	118.411498	-45.129428071	-389.89763079	-609.33753872	-614.67916532	-582.89506352	-511.49618778	-401.26538538	-253.41973796	-69.532700282	148.30878839	379.86370491	446.27685129	454.47498081	462.2237006	470.40711624	478.95040254	487.761119	496.74315502	505.79859841	514.8287988	523.73535278	532.42125125	540.79162372	548.75561934	556.22595227	563.12163203	569.36763014	574.89512132	579.64454496	583.56408141	586.61050306	588.75134085	589.96272522	589.98061534	301.42418073	-21.231415315	77.506001493	415.48181928	430.8386436	397.9394204	338.57970818	253.04684944	141.82283805	5.4077437963	-155.4462626	-338.10588395	-461.5855719	-474.52658401	-480.55787044	-486.91547735	-493.69253948	-500.85824403	-508.37577466	-516.20718587	-524.31284774	-532.65144352	-541.1808336	-549.8576588	-558.63782338	-567.47699597	-576.33012314	-585.15250935	-593.89911714	-602.52560029	-610.98858996	-619.24459837	-627.25237497	-634.97033471	-642.36009227	-649.38417279	-656.00643558	-662.19382815	-667.91445005	-673.13957454	-677.84322863	-682.00013797	-685.59051344	-688.59555816	-690.99989049	-692.79179676	-693.96194913	-694.5041972	
